Site;parnr;Lupin.NoLupin;Species;Occ
Västerby;1;Lupin;Lupinus polyphyllus;16
Västerby;1;Lupin;Picea abies;9
Västerby;1;Lupin;Potentilla erecta;3
Västerby;1;Lupin;Rumex acetosa;1
Västerby;1;Lupin;Scorzoneroides autumnalis;5
Västerby;1;Lupin;Taraxacum;11
Västerby;1;Lupin;Trifolium hybridum;1
Västerby;1;Lupin;Trifolium medium;4
Västerby;1;Lupin;Tripleurospermum inodorum;1
Västerby;1;Lupin;Viola canina;7
Västerby;1;NoLupin;Anthriscus sylvestris;12
Västerby;1;NoLupin;Cirsium arvense;1
Västerby;1;NoLupin;Filipendula ulmaria;5
Västerby;1;NoLupin;Galium boreale;3
Västerby;1;NoLupin;Gallium mollugo;4
Västerby;1;NoLupin;Geranium sylvaticum;2
Västerby;1;NoLupin;Hieracium sect. Tridentata;2
Västerby;1;NoLupin;Hypericum maculatum;2
Västerby;1;NoLupin;Hypericum perforatum;1
Västerby;1;NoLupin;Lupinus polyphyllus;4
Västerby;1;NoLupin;Potentilla erecta;6
Västerby;1;NoLupin;Rubus idaeus;1
Västerby;1;NoLupin;Taraxacum;3
Västerby;1;NoLupin;Trifolium medium;16
Västerby;1;NoLupin;Veronica chamaedrys;2
Västerby;1;NoLupin;Vicia cracca;2
Västerby;1;NoLupin;Viola canina;4
Västerby;2;Lupin;Achillea millefolium;3
Västerby;2;Lupin;Anthriscus sylvestris;9
Västerby;2;Lupin;Fragaria vesca;8
Västerby;2;Lupin;Gallium mollugo;11
Västerby;2;Lupin;Hieracium sect. Tridentata;1
Västerby;2;Lupin;Lathyrus pratensis;4
Västerby;2;Lupin;Lupinus polyphyllus;16
Västerby;2;Lupin;Ranunculus repens;1
Västerby;2;Lupin;Taraxacum;4
Västerby;2;Lupin;Trifolium medium;3
Västerby;2;Lupin;Urtica dioica;4
Västerby;2;Lupin;Vicia cracca;1
Västerby;2;Lupin;Viola canina;3
Västerby;2;NoLupin;Achillea millefolium;8
Västerby;2;NoLupin;Anthriscus sylvestris;15
Västerby;2;NoLupin;Chamaenerion angustifolium;2
Västerby;2;NoLupin;Cirsium arvense;3
Västerby;2;NoLupin;Equisetum sylvaticum;2
Västerby;2;NoLupin;Galium boreale;5
Västerby;2;NoLupin;Gallium mollugo;6
Västerby;2;NoLupin;Geranium sylvaticum;4
Västerby;2;NoLupin;Hieracium sect. Tridentata;1
Västerby;2;NoLupin;Hypericum maculatum;2
Västerby;2;NoLupin;Lathyrus pratensis;5
Västerby;2;NoLupin;Lupinus polyphyllus;4
Västerby;2;NoLupin;Picea abies;1
Västerby;2;NoLupin;Potentilla erecta;2
Västerby;2;NoLupin;Ranunculus repens;7
Västerby;2;NoLupin;Rumex acetosa;3
Västerby;2;NoLupin;Taraxacum;4
Västerby;2;NoLupin;Trifolium medium;10
Västerby;2;NoLupin;Urtica dioica;2
Västerby;2;NoLupin;Veronica chamaedrys;2
Västerby;2;NoLupin;Veronica officinalis;2
Västerby;2;NoLupin;Vicia cracca;2
Västerby;2;NoLupin;Viola canina;7
Östanbäck;1;Lupin;Achillea millefolium;11
Östanbäck;1;Lupin;Anthriscus sylvestris;12
Östanbäck;1;Lupin;Betula pendula;2
Östanbäck;1;Lupin;Campanula patula;1
Östanbäck;1;Lupin;Carex acuta;4
Östanbäck;1;Lupin;Equisetum arvense;1
Östanbäck;1;Lupin;Equisetum fluviatile;1
Östanbäck;1;Lupin;Gallium mollugo;1
Östanbäck;1;Lupin;Hieracium sect. Tridentata;4
Östanbäck;1;Lupin;Lathyrus pratensis;5
Östanbäck;1;Lupin;Leucanthemum vulgare;1
Östanbäck;1;Lupin;Lupinus polyphyllus;16
Östanbäck;1;Lupin;Pilosella cymosa;1
Östanbäck;1;Lupin;Ranunculus acris subsp. acris;5
Östanbäck;1;Lupin;Ranunculus repens;3
Östanbäck;1;Lupin;Scorzoneroides autumnalis;5
Östanbäck;1;Lupin;Taraxacum;8
Östanbäck;1;Lupin;Vicia cracca;3
Östanbäck;1;NoLupin;Achillea millefolium;14
Östanbäck;1;NoLupin;Anthriscus sylvestris;7
Östanbäck;1;NoLupin;Campanula patula;1
Östanbäck;1;NoLupin;Campanula rotundifolia;2
Östanbäck;1;NoLupin;Crepis praemorsa;1
Östanbäck;1;NoLupin;Equisetum arvense;3
Östanbäck;1;NoLupin;Gallium mollugo;1
Östanbäck;1;NoLupin;Hieracium sect. Tridentata;4
Östanbäck;1;NoLupin;Hieracium umbellatum;2
Östanbäck;1;NoLupin;Leucanthemum vulgare;8
Östanbäck;1;NoLupin;Lotus corniculatus;2
Östanbäck;1;NoLupin;Pilosella officinarum;11
Östanbäck;1;NoLupin;Ranunculus acris subsp. acris;12
Östanbäck;1;NoLupin;Ranunculus repens;7
Östanbäck;1;NoLupin;Scorzoneroides autumnalis;6
Östanbäck;1;NoLupin;Taraxacum;13
Östanbäck;1;NoLupin;Tragopogon pratensis;3
Östanbäck;1;NoLupin;Tussilago farfara;4
Östanbäck;1;NoLupin;Vicia cracca;5
Östanbäck;1;NoLupin;Viola canina;2
Östanbäck;2;Lupin;Achillea millefolium;15
Östanbäck;2;Lupin;Achillea ptarmica;3
Östanbäck;2;Lupin;Anemone nemorosa;1
Östanbäck;2;Lupin;Anthriscus sylvestris;9
Östanbäck;2;Lupin;Campanula patula;1
Östanbäck;2;Lupin;Carex pallescens;1
Östanbäck;2;Lupin;Cirsium arvense;2
Östanbäck;2;Lupin;Equisetum arvense;3
Östanbäck;2;Lupin;Equisetum fluviatile;1
Östanbäck;2;Lupin;Gallium mollugo;4
Östanbäck;2;Lupin;Geranium sylvaticum;1
Östanbäck;2;Lupin;Hieracium sect. Tridentata;2
Östanbäck;2;Lupin;Lathyrus pratensis;7
Östanbäck;2;Lupin;Leucanthemum vulgare;1
Östanbäck;2;Lupin;Lupinus polyphyllus;16
Östanbäck;2;Lupin;Luzula pilosa;1
Östanbäck;2;Lupin;Potentilla erecta;2
Östanbäck;2;Lupin;Ranunculus acris subsp. acris;2
Östanbäck;2;Lupin;Ranunculus repens;1
Östanbäck;2;Lupin;Taraxacum;7
Östanbäck;2;Lupin;Viola canina;6
Östanbäck;2;NoLupin;Achillea millefolium;14
Östanbäck;2;NoLupin;Achillea ptarmica;6
Östanbäck;2;NoLupin;Anthriscus sylvestris;14
Östanbäck;2;NoLupin;Betula pendula;2
Östanbäck;2;NoLupin;Campanula patula;1
Östanbäck;2;NoLupin;Carex pallescens;3
Östanbäck;2;NoLupin;Cirsium arvense;1
Östanbäck;2;NoLupin;Crepis praemorsa;7
Östanbäck;2;NoLupin;Equisetum arvense;2
Östanbäck;2;NoLupin;Filipendula ulmaria;1
Östanbäck;2;NoLupin;Galium verum;6
Östanbäck;2;NoLupin;Hieracium sect. Tridentata;3
Östanbäck;2;NoLupin;Lathyrus pratensis;11
Östanbäck;2;NoLupin;Leucanthemum vulgare;14
Östanbäck;2;NoLupin;Lotus corniculatus;3
Östanbäck;2;NoLupin;Lupinus polyphyllus;5
Östanbäck;2;NoLupin;Pilosella cymosa;9
Östanbäck;2;NoLupin;Pilosella officinarum;7
Östanbäck;2;NoLupin;Ranunculus acris subsp. acris;6
Östanbäck;2;NoLupin;Scorzoneroides autumnalis;3
Östanbäck;2;NoLupin;Taraxacum;7
Östanbäck;2;NoLupin;Tragopogon pratensis;1
Östanbäck;2;NoLupin;Vicia cracca;5
Östanbäcks kloster;1;Lupin;Achillea millefolium;1
Östanbäcks kloster;1;Lupin;Alchemilla vulgaris;2
Östanbäcks kloster;1;Lupin;Anthriscus sylvestris;9
Östanbäcks kloster;1;Lupin;Aquilegia vulgaris;2
Östanbäcks kloster;1;Lupin;Centaurea jacea;5
Östanbäcks kloster;1;Lupin;Gallium mollugo;2
Östanbäcks kloster;1;Lupin;Geranium sylvaticum;8
Östanbäcks kloster;1;Lupin;Hypericum maculatum;3
Östanbäcks kloster;1;Lupin;Lathyrus linifolius;2
Östanbäcks kloster;1;Lupin;Leucanthemum vulgare;1
Östanbäcks kloster;1;Lupin;Lupinus polyphyllus;16
Östanbäcks kloster;1;Lupin;Moehringia trinervia;3
Östanbäcks kloster;1;Lupin;Plantago major;2
Östanbäcks kloster;1;Lupin;Populus tremula;1
Östanbäcks kloster;1;Lupin;Ranunculus acris subsp. acris;5
Östanbäcks kloster;1;Lupin;Scorzoneroides autumnalis;1
Östanbäcks kloster;1;Lupin;Veronica chamaedrys;4
Östanbäcks kloster;1;Lupin;Veronica officinalis;7
Östanbäcks kloster;1;Lupin;Viola canina;7
Östanbäcks kloster;1;Lupin;Viola riviniana;3
Östanbäcks kloster;1;NoLupin;Achillea millefolium;13
Östanbäcks kloster;1;NoLupin;Anthriscus sylvestris;6
Östanbäcks kloster;1;NoLupin;Cerastium fontanum;1
Östanbäcks kloster;1;NoLupin;Fragaria vesca;15
Östanbäcks kloster;1;NoLupin;Geranium sylvaticum;9
Östanbäcks kloster;1;NoLupin;Geum rivale;5
Östanbäcks kloster;1;NoLupin;Hypericum maculatum;2
Östanbäcks kloster;1;NoLupin;Lathyrus linifolius;1
Östanbäcks kloster;1;NoLupin;Leucanthemum vulgare;4
Östanbäcks kloster;1;NoLupin;Pteridium aquilinum;1
Östanbäcks kloster;1;NoLupin;Ranunculus acris subsp. acris;6
Östanbäcks kloster;1;NoLupin;Ranunculus repens;4
Östanbäcks kloster;1;NoLupin;Rubus idaeus;2
Östanbäcks kloster;1;NoLupin;Rubus saxatilis;1
Östanbäcks kloster;1;NoLupin;Trifolium medium;9
Östanbäcks kloster;1;NoLupin;Veronica chamaedrys;5
Östanbäcks kloster;2;Lupin;Acer platanoides;3
Östanbäcks kloster;2;Lupin;Anemone nemorosa;2
Östanbäcks kloster;2;Lupin;Anthriscus sylvestris;2
Östanbäcks kloster;2;Lupin;Betula pendula;1
Östanbäcks kloster;2;Lupin;Geranium sylvaticum;2
Östanbäcks kloster;2;Lupin;Heracleum sphondylium;1
Östanbäcks kloster;2;Lupin;Hieracium sect. Tridentata;4
Östanbäcks kloster;2;Lupin;Hypericum maculatum;3
Östanbäcks kloster;2;Lupin;Lathyrus linifolius;6
Östanbäcks kloster;2;Lupin;Leucanthemum vulgare;2
Östanbäcks kloster;2;Lupin;Lupinus polyphyllus;16
Östanbäcks kloster;2;Lupin;Noccaea caerulescens;1
Östanbäcks kloster;2;Lupin;Pimpinella saxifraga;1
Östanbäcks kloster;2;Lupin;Ranunculus acris subsp. acris;5
Östanbäcks kloster;2;Lupin;Stellaria graminea;2
Östanbäcks kloster;2;Lupin;Trifolium medium;3
Östanbäcks kloster;2;Lupin;Tussilago farfara;1
Östanbäcks kloster;2;Lupin;Viola canina;4
Östanbäcks kloster;2;NoLupin;Achillea millefolium;7
Östanbäcks kloster;2;NoLupin;Anthriscus sylvestris;3
Östanbäcks kloster;2;NoLupin;Betula pendula;1
Östanbäcks kloster;2;NoLupin;Campanula rotundifolia;2
Östanbäcks kloster;2;NoLupin;Centaurea jacea;1
Östanbäcks kloster;2;NoLupin;Fragaria vesca;10
Östanbäcks kloster;2;NoLupin;Galium verum;3
Östanbäcks kloster;2;NoLupin;Geranium sylvaticum;6
Östanbäcks kloster;2;NoLupin;Heracleum sphondylium;9
Östanbäcks kloster;2;NoLupin;Hypericum maculatum;11
Östanbäcks kloster;2;NoLupin;Lathyrus linifolius;3
Östanbäcks kloster;2;NoLupin;Leucanthemum vulgare;2
Östanbäcks kloster;2;NoLupin;Lupinus polyphyllus;3
Östanbäcks kloster;2;NoLupin;Potentilla erecta;3
Östanbäcks kloster;2;NoLupin;Ranunculus acris subsp. acris;3
Östanbäcks kloster;2;NoLupin;Stellaria graminea;1
Östanbäcks kloster;2;NoLupin;Tanacetum vulgare;3
Östanbäcks kloster;2;NoLupin;Trifolium medium;12
Östanbäcks kloster;2;NoLupin;Veronica chamaedrys;14
Östanbäcks kloster;2;NoLupin;Veronica officinalis;7
Östanbäcks kloster;2;NoLupin;Vicia cracca;1
Östanbäcks kloster;2;NoLupin;Viola canina;13
Österunda1;1;Lupin;Anemone nemorosa;1
Österunda1;1;Lupin;Anthriscus sylvestris;2
Österunda1;1;Lupin;Betula pendula;3
Österunda1;1;Lupin;Campanula persicifolia;4
Österunda1;1;Lupin;Cerastium fontanum;2
Österunda1;1;Lupin;Cirsium arvense;3
Österunda1;1;Lupin;Equisetum arvense;8
Österunda1;1;Lupin;Galium boreale;4
Österunda1;1;Lupin;Hypericum perforatum;2
Österunda1;1;Lupin;Leucanthemum vulgare;1
Österunda1;1;Lupin;Lupinus polyphyllus;16
Österunda1;1;Lupin;Potentilla erecta;1
Österunda1;1;Lupin;Ranunculus acris subsp. acris;7
Österunda1;1;Lupin;Rubus idaeus;5
Österunda1;1;Lupin;Scirpus sylvaticus;1
Österunda1;1;Lupin;Taraxacum;4
Österunda1;1;Lupin;Trifolium medium;6
Österunda1;1;Lupin;Trifolium repens;1
Österunda1;1;Lupin;Tripleurospermum inodorum;3
Österunda1;1;Lupin;Tussilago farfara;2
Österunda1;1;NoLupin;Anemone nemorosa;5
Österunda1;1;NoLupin;Campanula persicifolia;4
Österunda1;1;NoLupin;Cerastium fontanum;7
Österunda1;1;NoLupin;Cirsium arvense;7
Österunda1;1;NoLupin;Equisetum arvense;16
Österunda1;1;NoLupin;Filipendula ulmaria;2
Österunda1;1;NoLupin;Galium verum;1
Österunda1;1;NoLupin;Hypericum maculatum;7
Österunda1;1;NoLupin;Leucanthemum vulgare;8
Österunda1;1;NoLupin;Lupinus polyphyllus;4
Österunda1;1;NoLupin;Medicago lupulina;6
Österunda1;1;NoLupin;Potentilla reptans;2
Österunda1;1;NoLupin;Ranunculus acris subsp. acris;3
Österunda1;1;NoLupin;Rubus idaeus;2
Österunda1;1;NoLupin;Scirpus sylvaticus;2
Österunda1;1;NoLupin;Taraxacum;8
Österunda1;1;NoLupin;Trifolium hybridum;7
Österunda1;1;NoLupin;Trifolium medium;2
Österunda1;1;NoLupin;Trifolium repens;2
Österunda1;1;NoLupin;Tripleurospermum inodorum;6
Österunda1;1;NoLupin;Tussilago farfara;1
Österunda1;1;NoLupin;Veronica chamaedrys;3
Österunda1;1;NoLupin;Vicia cracca;1
Österunda1;1;NoLupin;Vicia sepium;2
Österunda1;2;Lupin;Achillea millefolium;5
Österunda1;2;Lupin;Alchemilla vulgaris;1
Österunda1;2;Lupin;Cerastium fontanum;6
Österunda1;2;Lupin;Cirsium arvense;3
Österunda1;2;Lupin;Equisetum arvense;15
Österunda1;2;Lupin;Galium boreale;9
Österunda1;2;Lupin;Gallium mollugo;1
Österunda1;2;Lupin;Lamium album;1
Österunda1;2;Lupin;Lathyrus pratensis;6
Österunda1;2;Lupin;Leucanthemum vulgare;2
Österunda1;2;Lupin;Lotus corniculatus;1
Österunda1;2;Lupin;Lupinus polyphyllus;16
Österunda1;2;Lupin;Picea abies;1
Österunda1;2;Lupin;Potentilla reptans;3
Österunda1;2;Lupin;Ranunculus acris subsp. acris;6
Österunda1;2;Lupin;Stellaria graminea;3
Österunda1;2;Lupin;Taraxacum;7
Österunda1;2;Lupin;Trifolium aureoum;1
Österunda1;2;Lupin;Trifolium medium;4
Österunda1;2;Lupin;Trifolium repens;3
Österunda1;2;Lupin;Veronica arvensis;1
Österunda1;2;NoLupin;Achillea millefolium;12
Österunda1;2;NoLupin;Anthriscus sylvestris;1
Österunda1;2;NoLupin;Cerastium fontanum;12
Österunda1;2;NoLupin;Cirsium arvense;12
Österunda1;2;NoLupin;Equisetum arvense;16
Österunda1;2;NoLupin;Galium boreale;2
Österunda1;2;NoLupin;Lathyrus pratensis;15
Österunda1;2;NoLupin;Leucanthemum vulgare;3
Österunda1;2;NoLupin;Lotus corniculatus;6
Österunda1;2;NoLupin;Lupinus polyphyllus;8
Österunda1;2;NoLupin;Ranunculus acris subsp. acris;9
Österunda1;2;NoLupin;Taraxacum;16
Österunda1;2;NoLupin;Trifolium hybridum;5
Österunda1;2;NoLupin;Trifolium medium;1
Österunda1;2;NoLupin;Veronica arvensis;5
Österunda2;1;Lupin;Achillea millefolium;1
Österunda2;1;Lupin;Campanula persicifolia;3
Österunda2;1;Lupin;Carex flacca;2
Österunda2;1;Lupin;Carex flava;2
Österunda2;1;Lupin;Carex leporina;4
Österunda2;1;Lupin;Cerastium fontanum;6
Österunda2;1;Lupin;Cirsium arvense;5
Österunda2;1;Lupin;Equisetum arvense;7
Österunda2;1;Lupin;Equisetum sylvaticum;14
Österunda2;1;Lupin;Filipendula ulmaria;3
Österunda2;1;Lupin;Gallium mollugo;1
Österunda2;1;Lupin;Lapsana communis;1
Österunda2;1;Lupin;Lathyrus pratensis;1
Österunda2;1;Lupin;Lupinus polyphyllus;16
Österunda2;1;Lupin;Myosotis scorpioides;1
Österunda2;1;Lupin;Ranunculus acris subsp. acris;4
Österunda2;1;Lupin;Sagina procumbens;2
Österunda2;1;Lupin;Taraxacum;3
Österunda2;1;Lupin;Trifolium hybridum;4
Österunda2;1;Lupin;Trifolium medium;2
Österunda2;1;Lupin;Trifolium repens;4
Österunda2;1;Lupin;Tripleurospermum inodorum;7
Österunda2;1;Lupin;Veronica arvensis;5
Österunda2;1;Lupin;Veronica beccabunga;3
Österunda2;1;Lupin;Vicia cracca;6
Österunda2;1;NoLupin;Anemone nemorosa;1
Österunda2;1;NoLupin;Bunias orientalis;1
Österunda2;1;NoLupin;Carex flava;2
Österunda2;1;NoLupin;Cerastium fontanum;8
Österunda2;1;NoLupin;Cirsium arvense;4
Österunda2;1;NoLupin;Equisetum arvense;8
Österunda2;1;NoLupin;Equisetum sylvaticum;13
Österunda2;1;NoLupin;Lapsana communis;1
Österunda2;1;NoLupin;Lathyrus pratensis;3
Österunda2;1;NoLupin;Leucanthemum vulgare;1
Österunda2;1;NoLupin;Lupinus polyphyllus;1
Österunda2;1;NoLupin;Lychnis flos-cuculi;3
Österunda2;1;NoLupin;Myosotis scorpioides;3
Österunda2;1;NoLupin;Ranunculus acris subsp. acris;11
Österunda2;1;NoLupin;Sagina procumbens;2
Österunda2;1;NoLupin;Scleranthus perennis;1
Österunda2;1;NoLupin;Succisa pratensis;1
Österunda2;1;NoLupin;Taraxacum;1
Österunda2;1;NoLupin;Trifolium hybridum;9
Österunda2;1;NoLupin;Trifolium medium;1
Österunda2;1;NoLupin;Trifolium repens;3
Österunda2;1;NoLupin;Tripleurospermum inodorum;8
Österunda2;1;NoLupin;Veronica arvensis;7
Österunda2;1;NoLupin;Veronica beccabunga;3
Österunda2;1;NoLupin;Vicia cracca;4
Österunda2;2;Lupin;Anemone nemorosa;1
Österunda2;2;Lupin;Cirsium arvense;4
Österunda2;2;Lupin;Cirsium palustre;1
Österunda2;2;Lupin;Equisetum arvense;1
Österunda2;2;Lupin;Equisetum sylvaticum;13
Österunda2;2;Lupin;Filipendula ulmaria;13
Österunda2;2;Lupin;Fragaria vesca;3
Österunda2;2;Lupin;Lathyrus pratensis;4
Österunda2;2;Lupin;Lupinus polyphyllus;16
Österunda2;2;Lupin;Potentilla reptans;2
Österunda2;2;Lupin;Ranunculus acris subsp. acris;7
Österunda2;2;Lupin;Taraxacum;2
Österunda2;2;Lupin;Tripleurospermum inodorum;1
Österunda2;2;Lupin;Tussilago farfara;1
Österunda2;2;NoLupin;Alchemilla vulgaris;1
Österunda2;2;NoLupin;Anemone nemorosa;5
Österunda2;2;NoLupin;Campanula persicifolia;3
Österunda2;2;NoLupin;Carex flava;1
Österunda2;2;NoLupin;Cirsium arvense;3
Österunda2;2;NoLupin;Equisetum arvense;2
Österunda2;2;NoLupin;Equisetum sylvaticum;8
Österunda2;2;NoLupin;Filipendula ulmaria;12
Österunda2;2;NoLupin;Fragaria vesca;10
Österunda2;2;NoLupin;Lathyrus pratensis;1
Österunda2;2;NoLupin;Lupinus polyphyllus;9
Österunda2;2;NoLupin;Potentilla reptans;5
Österunda2;2;NoLupin;Ranunculus acris subsp. acris;1
Österunda2;2;NoLupin;Scorzoneroides autumnalis;1
Österunda2;2;NoLupin;Veronica arvensis;3
