Datum;County;Site;N;E;Parnr;Lupin.NoLupin;Lupin;Swedish.name;Species;Occurrence;Veg.höjd 1 i cm;Veg.höjd 2;Veg.höjd 3;Veg.höjd 4;Veghgt.avg;Förna 1 i cm;Förna 2;Förna 3;Förna 4;Förna 5;Förna 6;Förna 7;Förna 8;Förna 9;Förna 10;Förna 11;Förna 12;Förna 13;Förna 14;Förna 15;Förna 16;Litt.avg
16-07-2020;Uppsala;Gullvalla;6643020.781;581185.362;2;Lupin;Yes;Lupin;Lupinus polyphyllus;16;;;;;73,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Gullvalla;6643020.781;581185.362;2;Lupin;Yes;Maskros;Taraxacum;1;;;;;73,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Gullvalla;6643020.781;581185.362;2;Lupin;Yes;Röllika;Achillea millefolium;3;;;;;73,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Gullvalla;6643020.781;581185.362;2;Lupin;Yes;Smultron;Fragaria vesca;16;;;;;73,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Gullvalla;6643020.781;581185.362;2;Lupin;Yes;Stormåra;Gallium mollugo;1;;;;;73,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Gullvalla;6643020.781;581185.362;2;Lupin;Yes;Ängshaverrot;Tragopogon pratensis;2;;;;;73,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Gullvalla;6643020.781;581185.362;2;Lupin;Yes;Ängsviol;Viola canina;11;;;;;73,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Alsikeklöver;Trifolium hybridum;3;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Björnloka;Heracleum sphondylium;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Blekfryle;Luzula pallescens;5;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Blekstarr;Carex pallescens;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Daggkåpa;Alchemilla vulgaris;2;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Flockfibbla;Hieracium umbellatum;4;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Fyrkantig johannesört;Hypericum maculatum;4;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Groblad;Plantago major;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Gråfibbla;Pilosella officinarum;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Grässtjärnblomma;Stellaria graminea;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Gulmåra;Galium verum;7;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Harstarr;Carex leporina;2;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Hönsarv;Cerastium fontanum;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Höstfibbla;Scorzoneroides autumnalis;2;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Kvastfibbla;Pilosella cymosa;4;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Maskros;Taraxacum;14;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Röllika;Achillea millefolium;3;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Stenbär;Rubus saxatilis;16;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Stormåra;Gallium mollugo;7;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Styvfibblor;Hieracium sect. Tridentata;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Sälg;Salix caprea;2;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Vanligsmörblomma;Ranunculus acris subsp. acris;10;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Vårtbjörk;Betula pendula;7;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Åkerfräken;Equisetum arvense;3;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Åkertistel;Cirsium arvense;8;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Ängsfryle;Luzula multiflora;4;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Ängshaverrot;Tragopogon pratensis;6;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;NoLupin;No;Ängsklocka;Campanula patula;1;;;;;8,75;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Gråfibbla;Pilosella officinarum;2;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Harkål;Lapsana communis;1;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Hönsarv;Cerastium fontanum;2;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Lupin;Lupinus polyphyllus;16;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Maskros;Taraxacum;2;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Revsmörblomma;Ranunculus repens;5;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Stormåra;Gallium mollugo;2;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Teveronika;Veronica chamaedrys;3;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Åkerfräken;Equisetum arvense;7;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;1;Lupin;Yes;Ängshaverrot;Tragopogon pratensis;1;;;;;55;;;;;;;;;;;;;;;;;0
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Bergsyra;Rumex acetosella;1;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Flockfibbla;Hieracium umbellatum;1;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Fyrkantig johannesört;Hypericum maculatum;2;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Gråfibbla;Pilosella officinarum;1;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Gulvial;Lathyrus pratensis;2;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Hundkex;Anthriscus sylvestris;5;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Höstfibbla;Scorzoneroides autumnalis;2;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Kvastfibbla;Pilosella cymosa;1;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Lupin;Lupinus polyphyllus;1;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Maskros;Taraxacum;6;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Röllika;Achillea millefolium;7;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Stormåra;Gallium mollugo;3;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Vårtbjörk;Betula pendula;2;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Åkerfräken;Equisetum arvense;14;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Åkertistel;Cirsium arvense;12;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Ängshaverrot;Tragopogon pratensis;4;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;NoLupin;No;Ängssyra;Rumex acetosa;1;;;;;12,5;;;;;;;;;;;;;;;;;0,2
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Hundkex;Anthriscus sylvestris;7;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Lupin;Lupinus polyphyllus;16;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Maskros;Taraxacum;7;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Prästkrage;Leucanthemum vulgare;1;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Revsmörblomma;Ranunculus repens;6;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Röllika;Achillea millefolium;2;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Skogsklöver;Trifolium medium;1;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Åkerfräken;Equisetum arvense;15;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Åkertistel;Cirsium arvense;1;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Ängshaverrot;Tragopogon pratensis;1;;;;;66,25;;;;;;;;;;;;;;;;;0,4
16-07-2020;Uppsala;Kölnbacken;6647467.838;571776.943;2;Lupin;Yes;Ängssyra;Rumex acetosa;1;;;;;66,25;;;;;;;;;;;;;;;;;0,4
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Alsikeklöver;Trifolium hybridum;5;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Fältveronika;Veronica arvensis;5;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Gulvial;Lathyrus pratensis;15;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Hundkex;Anthriscus sylvestris;1;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Hönsarv;Cerastium fontanum;12;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Käringtand;Lotus corniculatus;6;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Lupin;Lupinus polyphyllus;8;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Maskros;Taraxacum;16;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Prästkrage;Leucanthemum vulgare;3;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Röllika;Achillea millefolium;12;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Skogsklöver;Trifolium medium;1;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Vanligsmörblomma;Ranunculus acris subsp. acris;9;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Vitmåra;Galium boreale;2;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Åkerfräken;Equisetum arvense;16;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;NoLupin;No;Åkertistel;Cirsium arvense;12;;;;;18,75;;;;;;;;;;;;;;;;;1,6
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Daggkåpa;Alchemilla vulgaris;1;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Fältveronika;Veronica arvensis;1;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Gran;Picea abies;1;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Grässtjärnblomma;Stellaria graminea;3;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Gullklöver;Trifolium aureoum;1;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Gulvial;Lathyrus pratensis;5;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Hönsarv;Cerastium fontanum;6;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Lupin;Lupinus polyphyllus;12;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Maskros;Taraxacum;7;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Prästkrage;Leucanthemum vulgare;2;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Revfingerört;Potentilla reptans;3;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Röllika;Achillea millefolium;4;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Skogsklöver;Trifolium medium;4;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Stormåra;Gallium mollugo;1;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Vanligsmörblomma;Ranunculus acris subsp. acris;5;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Vitklöver;Trifolium repens;3;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Vitmåra;Galium boreale;5;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Vitplister;Lamium album;1;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Åkerfräken;Equisetum arvense;12;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda1;6633789.678;617800.444;2;Lupin;Yes;Åkertistel;Cirsium arvense;3;;;;;56,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Alsikeklöver;Trifolium hybridum;9;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Baldersbrå;Tripleurospermum inodorum;8;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Bäckveronika;Veronica beccabunga;3;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Fältveronika;Veronica arvensis;7;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Gulvial;Lathyrus pratensis;3;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Gökblomster;Lychnis flos-cuculi;3;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Harkål;Lapsana communis;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Hönsarv;Cerastium fontanum;8;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Knagglestarr;Carex flava;2;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Krypnarv;Sagina procumbens;2;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Kråkvicker;Vicia cracca;4;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Lupin;Lupinus polyphyllus;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Maskros;Taraxacum;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Prästkrage;Leucanthemum vulgare;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Ryssgubbe;Bunias orientalis;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Skogsfräken;Equisetum sylvaticum;13;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Skogsklöver;Trifolium medium;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Vanligsmörblomma;Ranunculus acris subsp. acris;11;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Vitklöver;Trifolium repens;3;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Vitknavel;Scleranthus perennis;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Vitsippa;Anemone nemorosa;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Åkerfräken;Equisetum arvense;8;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Åkertistel;Cirsium arvense;4;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Äkta förgätmigej;Myosotis scorpioides;3;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;NoLupin;No;Ängsvädd;Succisa pratensis;1;;;;;11,25;;;;;;;;;;;;;;;;;1
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Alsikeklöver;Trifolium hybridum;4;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Baldersbrå;Tripleurospermum inodorum;7;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Bäckveronika;Veronica beccabunga;3;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Fältveronika;Veronica arvensis;5;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Gulvial;Lathyrus pratensis;1;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Harkål;Lapsana communis;1;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Harstarr;Carex leporina;4;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Hönsarv;Cerastium fontanum;6;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Knagglestarr;Carex flava;2;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Krypnarv;Sagina procumbens;2;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Kråkvicker;Vicia cracca;6;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Lupin;Lupinus polyphyllus;16;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Maskros;Taraxacum;3;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Röllika;Achillea millefolium;1;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Skogsfräken;Equisetum sylvaticum;14;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Skogsklöver;Trifolium medium;2;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Slankstarr;Carex flacca;2;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Storblåklocka;Campanula persicifolia;3;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Stormåra;Gallium mollugo;1;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Vanligsmörblomma;Ranunculus acris subsp. acris;4;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Vitklöver;Trifolium repens;4;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Åkerfräken;Equisetum arvense;7;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Åkertistel;Cirsium arvense;5;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Äkta förgätmigej;Myosotis scorpioides;1;;;;;46,25;;;;;;;;;;;;;;;;;0,2
17-06-2020;Uppsala;Österunda2;6633357.23;617829.747;1;Lupin;Yes;Älgört;Filipendula ulmaria;3;;;;;46,25;;;;;;;;;;;;;;;;;0,2
