Datum;County;Site;N;E;Parnr;Lupin.NoLupin;Lupin;Swedish.name;Species;Occurrence;Veg.höjd 1 i cm;Veg.höjd 2;Veg.höjd 3;Veg.höjd 4;Veghgt.avg;Förna 1 i cm;Förna 2;Förna 3;Förna 4;Förna 5;Förna 6;Förna 7;Förna 8;Förna 9;Förna 10;Förna 11;Förna 12;Förna 13;Förna 14;Förna 15;Förna 16;Litt.avg
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Blodrot;Potentilla erecta;6;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Fyrkantig johannesört;Hypericum maculatum;2;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Hallon;Rubus idaeus;1;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Hundkex;Anthriscus sylvestris;12;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Kråkvicker;Vicia cracca;2;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Lupin;Lupinus polyphyllus;4;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Maskros;Taraxacum;3;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Midsommarblomster;Geranium sylvaticum;2;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Skogsklöver;Trifolium medium;16;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Stormåra;Gallium mollugo;4;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Styvfibblor;Hieracium sect. Tridentata;2;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Teveronika;Veronica chamaedrys;2;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Vitmåra;Galium boreale;3;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Åkertistel;Cirsium arvense;1;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Äkta johannesört;Hypericum perforatum;1;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Älgört;Filipendula ulmaria;5;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;NoLupin;No;Ängsviol;Viola canina;4;;;;;10,625;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Alsikeklöver;Trifolium hybridum;1;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Baldersbrå;Tripleurospermum inodorum;1;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Blodrot;Potentilla erecta;3;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Daggkåpa;Alchemilla vulgaris;3;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Gran;Picea abies;9;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Hundkex;Anthriscus sylvestris;9;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Höstfibbla;Scorzoneroides autumnalis;5;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Lupin;Lupinus polyphyllus;16;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Maskros;Taraxacum;11;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Midsommarblomster;Geranium sylvaticum;2;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Prästkrage;Leucanthemum vulgare;1;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Skogsklöver;Trifolium medium;4;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Stormåra;Gallium mollugo;3;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Styvfibblor;Hieracium sect. Tridentata;3;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Vårtbjörk;Betula pendula;1;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Älgört;Filipendula ulmaria;1;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Ängssyra;Rumex acetosa;1;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;1;Lupin;Yes;Ängsviol;Viola canina;7;;;;;77,5;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Blodrot;Potentilla erecta;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Brännässla;Urtica dioica;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Fyrkantig johannesört;Hypericum maculatum;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Gran;Picea abies;1;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Gulvial;Lathyrus pratensis;5;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Hundkex;Anthriscus sylvestris;15;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Kråkvicker;Vicia cracca;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Lupin;Lupinus polyphyllus;4;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Maskros;Taraxacum;4;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Midsommarblomster;Geranium sylvaticum;4;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Rallarros;Chamaenerion angustifolium;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Revsmörblomma;Ranunculus repens;7;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Röllika;Achillea millefolium;8;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Skogsfräken;Equisetum sylvaticum;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Skogsklöver;Trifolium medium;10;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Stormåra;Gallium mollugo;6;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Styvfibblor;Hieracium sect. Tridentata;1;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Teveronika;Veronica chamaedrys;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Vitmåra;Galium boreale;5;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Åkertistel;Cirsium arvense;3;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Ängssyra;Rumex acetosa;3;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Ängsviol;Viola canina;7;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;NoLupin;No;Ärenpris;Veronica officinalis;2;;;;;13,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Brännässla;Urtica dioica;4;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Gulvial;Lathyrus pratensis;4;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Hundkex;Anthriscus sylvestris;9;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Kråkvicker;Vicia cracca;1;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Lupin;Lupinus polyphyllus;16;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Maskros;Taraxacum;4;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Revsmörblomma;Ranunculus repens;1;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Röllika;Achillea millefolium;3;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Skogsklöver;Trifolium medium;3;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Smultron;Fragaria vesca;8;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Stormåra;Gallium mollugo;11;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Styvfibblor;Hieracium sect. Tridentata;1;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Västerby;6643930.254;583122.716;2;Lupin;Yes;Ängsviol;Viola canina;3;;;;;68,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Flockfibbla;Hieracium umbellatum;2;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Gråfibbla;Pilosella officinarum;11;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Hundkex;Anthriscus sylvestris;7;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Hästhov;Tussilago farfara;4;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Höstfibbla;Scorzoneroides autumnalis;6;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Klasefibbla;Crepis praemorsa;1;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Kråkvicker;Vicia cracca;5;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Käringtand;Lotus corniculatus;2;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Litenblåklocka;Campanula rotundifolia;2;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Maskros;Taraxacum;13;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Prästkrage;Leucanthemum vulgare;8;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Revsmörblomma;Ranunculus repens;7;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Röllika;Achillea millefolium;14;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Stormåra;Gallium mollugo;1;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Styvfibblor;Hieracium sect. Tridentata;4;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Vanligsmörblomma;Ranunculus acris subsp. acris;12;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Åkerfräken;Equisetum arvense;3;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Ängshaverrot;Tragopogon pratensis;3;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Ängsklocka;Campanula patula;1;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;NoLupin;No;Ängsviol;Viola canina;2;;;;;8,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Gulvial;Lathyrus pratensis;5;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Hundkex;Anthriscus sylvestris;12;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Höstfibbla;Scorzoneroides autumnalis;5;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Kråkvicker;Vicia cracca;3;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Kvastfibbla;Pilosella cymosa;1;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Lupin;Lupinus polyphyllus;16;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Maskros;Taraxacum;8;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Prästkrage;Leucanthemum vulgare;1;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Revsmörblomma;Ranunculus repens;3;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Röllika;Achillea millefolium;11;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Sjöfräken;Equisetum fluviatile;1;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Stormåra;Gallium mollugo;1;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Styvfibblor;Hieracium sect. Tridentata;4;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Vanligsmörblomma;Ranunculus acris subsp. acris;5;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Vasstarr;Carex acuta;4;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Vårtbjörk;Betula pendula;2;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Åkerfräken;Equisetum arvense;1;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;1;Lupin;Yes;Ängsklocka;Campanula patula;1;;;;;51,25;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Gråfibbla;Pilosella officinarum;3;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Gulmåra;Galium verum;4;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Gulvial;Lathyrus pratensis;1;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Hundkex;Anthriscus sylvestris;4;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Klasefibbla;Crepis praemorsa;1;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Kvastfibbla;Pilosella cymosa;1;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Lupin;Lupinus polyphyllus;1;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Maskros;Taraxacum;4;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Prästkrage;Leucanthemum vulgare;4;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Röllika;Achillea millefolium;2;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Vanligsmörblomma;Ranunculus acris subsp. acris;1;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Ängshaverrot;Tragopogon pratensis;1;;;;;13,125;;;;;;;;;;;;;;;;;1
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Hundkex;Anthriscus sylvestris;3;;;;;63,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Lupin;Lupinus polyphyllus;4;;;;;63,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Maskros;Taraxacum;1;;;;;63,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Prästkrage;Leucanthemum vulgare;1;;;;;63,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Röllika;Achillea millefolium;3;;;;;63,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Styvfibblor;Hieracium sect. Tridentata;1;;;;;63,75;;;;;;;;;;;;;;;;;0
13-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Vanligsmörblomma;Ranunculus acris subsp. acris;1;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Blekstarr;Carex pallescens;3;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Gråfibbla;Pilosella officinarum;4;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Gulmåra;Galium verum;2;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Gulvial;Lathyrus pratensis;10;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Hundkex;Anthriscus sylvestris;10;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Höstfibbla;Scorzoneroides autumnalis;3;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Klasefibbla;Crepis praemorsa;6;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Kråkvicker;Vicia cracca;5;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Kvastfibbla;Pilosella cymosa;8;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Käringtand;Lotus corniculatus;3;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Lupin;Lupinus polyphyllus;4;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Maskros;Taraxacum;3;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Nysört;Achillea ptarmica;6;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Prästkrage;Leucanthemum vulgare;10;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Röllika;Achillea millefolium;12;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Styvfibblor;Hieracium sect. Tridentata;3;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Vanligsmörblomma;Ranunculus acris subsp. acris;5;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Vårtbjörk;Betula pendula;2;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Åkerfräken;Equisetum arvense;2;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Åkertistel;Cirsium arvense;1;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Älgört;Filipendula ulmaria;1;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;NoLupin;No;Ängsklocka;Campanula patula;1;;;;;13,125;;;;;;;;;;;;;;;;;1
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Blekstarr;Carex pallescens;1;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Blodrot;Potentilla erecta;2;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Gulvial;Lathyrus pratensis;7;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Hundkex;Anthriscus sylvestris;6;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Lupin;Lupinus polyphyllus;12;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Maskros;Taraxacum;6;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Midsommarblomster;Geranium sylvaticum;1;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Nysört;Achillea ptarmica;3;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Revsmörblomma;Ranunculus repens;1;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Röllika;Achillea millefolium;12;;;;;63,75;;;;;;;;;;;;;;;;;0
14-07-2020;Uppsala;Östanbäck;6644102.974;582544.094;2;Lupin;Yes;Sjöfräken;Equisetum fluviatile;1;;;;;63,75;;;;;;;;;;;;;;;;;0
