County;Site;parnr;Lupin;Species;Veghgt.avg;Litt.avg;Light;Moisture;pH;Nitrogen;Family;Sp.length;Management.dependent;Occurrences;N;E;lat;lng;latdms;lngdms
Uppsala;Gullvalla;2;No;Campanula rotundifolia;1,875;0;6;3;5;4;Campanulaceae;30;2;4;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Cota tinctoria;1,875;0;6;2;6;3;Asteraceae;45;2;1;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Fragaria vesca;1,875;0;4;4;5;4;Rosaceae;12,5;0;15;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Hieracium sect. Tridentata;1,875;0;6;3;3;4;Asteraceae;70;0;3;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Lupinus polyphyllus;1,875;0;5;3;2;2;Fabaceae;85;-1;3;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Pilosella officinarum;1,875;0;7;1;3;3;Asteraceae;12,5;2;11;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Rubus idaeus;1,875;0;5;5;3;6;Rosaceae;125;-1;1;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Rubus saxatilis;1,875;0;3;5;5;5;Rosaceae;22,5;-1;4;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Rumex acetosa;1,875;0;6;5;5;6;Polygonaceae;60;1;1;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Taraxacum;1,875;0;NA;NA;NA;NA;Asteraceae;NA;1;2;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Trifolium medium;1,875;0;5;3;5;3;Fabaceae;27,5;1;3;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;No;Viola canina;1,875;0;5;4;3;2;Violaceae;12,5;0;14;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Achillea millefolium;73,75;0;6;2;5;5;Asteraceae;45;1;3;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Anthriscus sylvestris;73,75;0;5;5;6;7;Apiaceae;100;-1;1;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Campanula rotundifolia;73,75;0;6;3;5;4;Campanulaceae;30;2;6;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Cota tinctoria;73,75;0;6;2;6;3;Asteraceae;45;2;2;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Fragaria vesca;73,75;0;4;4;5;4;Rosaceae;12,5;0;16;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Gallium mollugo;73,75;0;5;3;5;5;Rubiaceae;65;0;1;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Lupinus polyphyllus;73,75;0;5;3;2;2;Fabaceae;85;-1;16;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Noccaea caerulescens;73,75;0;5;2;4;3;Brassicaceae;22,5;2;1;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Pilosella officinarum;73,75;0;7;1;3;3;Asteraceae;12,5;2;6;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Pimpinella saxifraga;73,75;0;5;3;6;3;Apiaceae;12,5;2;2;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Taraxacum;73,75;0;NA;NA;NA;NA;Asteraceae;NA;1;1;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Tragopogon pratensis;73,75;0;7;2;7;6;Asteraceae;55;1;2;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Gullvalla;2;Yes;Viola canina;73,75;0;5;4;3;2;Violaceae;12,5;0;11;6643020,781;581185,362;59,91666667;16,45194444;N 59° 552 0.003 ;E 16° 272 7.003 
Uppsala;Kölnbacken;2;No;Achillea millefolium;12,5;0,2;6;2;5;5;Asteraceae;45;1;7;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Anthriscus sylvestris;12,5;0,2;5;5;6;7;Apiaceae;100;-1;5;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Cirsium arvense;12,5;0,2;6;5;5;7;Asteraceae;95;-1;12;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Equisetum arvense;12,5;0,2;5;4;6;5;Equisetaceae;30;0;14;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Gallium mollugo;12,5;0,2;5;3;5;5;Rubiaceae;65;0;3;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Hieracium umbellatum;12,5;0,2;6;3;4;4;Asteraceae;52,5;0;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Hypericum maculatum;12,5;0,2;5;3;3;5;Hypericaceae;55;1;2;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Lathyrus pratensis;12,5;0,2;6;5;5;5;Fabaceae;60;1;2;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Lupinus polyphyllus;12,5;0,2;5;3;2;2;Fabaceae;85;-1;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Pilosella cymosa;12,5;0,2;7;2;6;5;Asteraceae;60;0;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Pilosella officinarum;12,5;0,2;7;1;3;3;Asteraceae;12,5;2;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Rumex acetosa;12,5;0,2;6;5;5;6;Polygonaceae;60;1;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Rumex acetosella;12,5;0,2;6;2;3;2;Polygonaceae;25;2;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Scorzoneroides autumnalis;12,5;0,2;6;5;6;5;Asteraceae;25;1;2;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Taraxacum;12,5;0,2;NA;NA;NA;NA;Asteraceae;NA;1;6;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;No;Tragopogon pratensis;12,5;0,2;7;2;7;6;Asteraceae;55;1;4;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Achillea millefolium;66,25;0,4;6;2;5;5;Asteraceae;45;1;2;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Anthriscus sylvestris;66,25;0,4;5;5;6;7;Apiaceae;100;-1;7;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Cirsium arvense;66,25;0,4;6;5;5;7;Asteraceae;95;-1;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Equisetum arvense;66,25;0,4;5;4;6;5;Equisetaceae;30;0;15;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Leucanthemum vulgare;66,25;0,4;6;3;6;4;Asteraceae;45;1;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Lupinus polyphyllus;66,25;0,4;5;3;2;2;Fabaceae;85;-1;16;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Ranunculus repens;66,25;0,4;4;7;5;7;Ranunculaceae;30;0;6;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Rumex acetosa;66,25;0,4;6;5;5;6;Polygonaceae;60;1;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Taraxacum;66,25;0,4;NA;NA;NA;NA;Asteraceae;NA;1;7;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Tragopogon pratensis;66,25;0,4;7;2;7;6;Asteraceae;55;1;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Kölnbacken;2;Yes;Trifolium medium;66,25;0,4;5;3;5;3;Fabaceae;27,5;1;1;6647467,838;571776,943;59,95833333;16,28527779;N 59° 572 30.003 ;E 16° 172 7.003 
Uppsala;Lilla harnevi;2;No;Cirsium arvense;6,875;2,4;6;5;5;7;Asteraceae;95;-1;12;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;No;Gallium mollugo;6,875;2,4;5;3;5;5;Rubiaceae;65;0;5;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;No;Lupinus polyphyllus;6,875;2,4;5;3;2;2;Fabaceae;85;-1;1;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;No;Potentilla reptans;6,875;2,4;6;4;7;6;Rosaceae;15;0;7;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;No;Ranunculus acris subsp. acris;6,875;2,4;5;5;4;7;Ranunculaceae;45;1;1;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;No;Vicia cracca;6,875;2,4;5;5;6;3;Fabaceae;60;1;4;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;No;Vicia tetrasperma;6,875;2,4;6;2;7;3;Fabaceae;42,5;1;3;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Cirsium arvense;63,75;2;6;5;5;7;Asteraceae;95;-1;11;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Gallium mollugo;63,75;2;5;3;5;5;Rubiaceae;65;0;4;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Lupinus polyphyllus;63,75;2;5;3;2;2;Fabaceae;85;-1;16;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Potentilla reptans;63,75;2;6;4;7;6;Rosaceae;15;0;4;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Succisa pratensis;63,75;2;5;6;5;2;Caprifoliaceae;42,5;1;2;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Trifolium repens;63,75;2;6;5;6;4;Fabaceae;20;1;1;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Urtica dioica;63,75;2;4;5;5;6;Urticaceae;115;-1;4;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Vicia cracca;63,75;2;5;5;6;3;Fabaceae;60;1;1;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Lilla harnevi;2;Yes;Vicia tetrasperma;63,75;2;6;2;7;3;Fabaceae;42,5;1;1;6622216,136;617917,168;59,72111111;17,09666666;N 59° 432 16.003 ;E 17° 52 48.003 
Uppsala;Odensfors;2;No;Alchemilla vulgaris;13,75;1;NA;NA;NA;NA;Rosaceae;25;1;16;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Anemone nemorosa;13,75;1;4;5;4;6;Ranunculaceae;19;-1;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Athyrium filix-femina;13,75;1;2;7;4;7;Athyriaceae;85;-1;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Campanula rotundifolia;13,75;1;6;3;5;4;Campanulaceae;30;2;6;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Equisetum arvense;13,75;1;5;4;6;5;Equisetaceae;30;0;8;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Equisetum sylvaticum;13,75;1;4;5;2;3;Equisetaceae;40;-1;3;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Filipendula ulmaria;13,75;1;5;8;5;8;Rosaceae;100;0;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Hieracium sect. Vulgata;13,75;1;4;4;4;4;Asteraceae;60;0;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Hieracium umbellatum;13,75;1;6;3;4;4;Asteraceae;52,5;0;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Hypericum maculatum;13,75;1;5;3;3;5;Hypericaceae;55;1;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Lapsana communis;13,75;1;5;5;5;7;Asteraceae;70;1;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Leucanthemum vulgare;13,75;1;6;3;6;4;Asteraceae;45;1;11;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Lupinus polyphyllus;13,75;1;5;3;2;2;Fabaceae;85;-1;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Potentilla erecta;13,75;1;5;6;4;3;Rosaceae;30;1;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Ranunculus acris subsp. acris;13,75;1;5;5;4;7;Ranunculaceae;45;1;14;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Rubus idaeus;13,75;1;5;5;3;6;Rosaceae;125;-1;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Taraxacum;13,75;1;NA;NA;NA;NA;Asteraceae;NA;1;5;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Tragopogon pratensis;13,75;1;7;2;7;6;Asteraceae;55;1;3;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Trifolium medium;13,75;1;5;3;5;3;Fabaceae;27,5;1;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Tussilago farfara;13,75;1;5;6;6;5;Asteraceae;12,5;0;9;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Veronica chamaedrys;13,75;1;4;4;5;5;Plantaginaceae;20;1;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;No;Veronica officinalis;13,75;1;5;3;5;5;Plantaginaceae;20;0;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Achillea millefolium;53,75;0,2;6;2;5;5;Asteraceae;45;1;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Alchemilla vulgaris;53,75;0,2;NA;NA;NA;NA;Rosaceae;25;1;8;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Athyrium filix-femina;53,75;0,2;2;7;4;7;Athyriaceae;85;-1;6;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Cirsium arvense;53,75;0,2;6;5;5;7;Asteraceae;95;-1;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Fragaria vesca;53,75;0,2;4;4;5;4;Rosaceae;12,5;0;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Gallium mollugo;53,75;0,2;5;3;5;5;Rubiaceae;65;0;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Geum rivale;53,75;0,2;4;6;6;6;Rosaceae;35;1;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Leucanthemum vulgare;53,75;0,2;6;3;6;4;Asteraceae;45;1;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Lupinus polyphyllus;53,75;0,2;5;3;2;2;Fabaceae;85;-1;16;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Maianthemum bifolium;53,75;0,2;3;4;3;3;Asparagaceae;12,5;-1;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Paris quadrifolia;53,75;0,2;2;5;6;8;Melanthiaceae;22,5;-1;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Pilosella cymosa;53,75;0,2;7;2;6;5;Asteraceae;60;0;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Potentilla erecta;53,75;0,2;5;6;4;3;Rosaceae;30;1;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Ranunculus acris subsp. acris;53,75;0,2;5;5;4;7;Ranunculaceae;45;1;5;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Ranunculus repens;53,75;0,2;4;7;5;7;Ranunculaceae;30;0;4;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Taraxacum;53,75;0,2;NA;NA;NA;NA;Asteraceae;NA;1;1;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Trifolium medium;53,75;0,2;5;3;5;3;Fabaceae;27,5;1;12;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Tussilago farfara;53,75;0,2;5;6;6;5;Asteraceae;12,5;0;2;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Odensfors;2;Yes;Viola riviniana;53,75;0,2;3;5;5;4;Violaceae;15;0;6;6680860,924;630155,667;60,24361111;17,35111111;N 60° 142 37.003 ;E 17° 212 4.003 
Uppsala;Ransta;1;No;Achillea millefolium;14,375;1,4;6;2;5;5;Asteraceae;45;1;16;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Anthriscus sylvestris;14,375;1,4;5;5;6;7;Apiaceae;100;-1;1;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Cirsium arvense;14,375;1,4;6;5;5;7;Asteraceae;95;-1;1;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Equisetum arvense;14,375;1,4;5;4;6;5;Equisetaceae;30;0;9;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Fragaria vesca;14,375;1,4;4;4;5;4;Rosaceae;12,5;0;8;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Gallium mollugo;14,375;1,4;5;3;5;5;Rubiaceae;65;0;12;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Geum urbanum;14,375;1,4;3;4;6;7;Rosaceae;50;0;4;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Hieracium sect. Tridentata;14,375;1,4;6;3;3;4;Asteraceae;70;0;4;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Lathyrus pratensis;14,375;1,4;6;5;5;5;Fabaceae;60;1;12;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Ranunculus acris subsp. acris;14,375;1,4;5;5;4;7;Ranunculaceae;45;1;4;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Rumex longifolius;14,375;1,4;6;4;4;7;Polygonaceae;90;-1;1;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Stachys palustris;14,375;1,4;7;6;5;7;Lamiaceae;65;0;10;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Taraxacum;14,375;1,4;NA;NA;NA;NA;Asteraceae;NA;1;2;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Trifolium medium;14,375;1,4;5;3;5;3;Fabaceae;27,5;1;10;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;No;Veronica chamaedrys;14,375;1,4;4;4;5;5;Plantaginaceae;20;1;13;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Achillea millefolium;51,25;2;6;2;5;5;Asteraceae;45;1;14;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Anthriscus sylvestris;51,25;2;5;5;6;7;Apiaceae;100;-1;2;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Cirsium arvense;51,25;2;6;5;5;7;Asteraceae;95;-1;6;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Equisetum arvense;51,25;2;5;4;6;5;Equisetaceae;30;0;3;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Galium boreale;51,25;2;5;5;7;4;Rubiaceae;45;1;1;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Geum urbanum;51,25;2;3;4;6;7;Rosaceae;50;0;1;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Hieracium sect. Tridentata;51,25;2;6;3;3;4;Asteraceae;70;0;5;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Lathyrus pratensis;51,25;2;6;5;5;5;Fabaceae;60;1;2;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
